ORDERNUMBER,QUANTITYORDERED,PRICEEACH,ORDERLINENUMBER,SALES,ORDERDATE,DAYS_SINCE_LASTORDER,STATUS,PRODUCTLINE,MSRP,PRODUCTCODE,CUSTOMERNAME,PHONE,ADDRESSLINE1,CITY,POSTALCODE,COUNTRY,CONTACTLASTNAME,CONTACTFIRSTNAME,DEALSIZE,Margen_Ganancia,Categoria_Ventas,Clasificacion_Compra,Estado_Pedido,NuevaColumna
10161,37,72.76,5,2692.12,17/10/2018,1960,Shipped,Classic Cars,73,S24_1046,Heintze Collectables,86 21 3555,Smagsloget 45,Aaarhus,8200,Denmark,Ibsen,Palle,Small,-1.6891793489386214e-16,Pequeña,Distante,Completado,2692.1200000000003
10172,32,75.69,3,2422.08,05/11/2018,1942,Shipped,Classic Cars,73,S24_1046,Gift Depot Inc.,2035552570,25593 South Bay Ln.,Bridgewater,97562,USA,King,Julie,Small,0.0,Pequeña,Distante,Completado,2422.08
10182,47,74.22,16,3488.34,12/11/2018,1936,Shipped,Classic Cars,73,S24_1046,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,97562,USA,Nelson,Valarie,Medium,0.0,Pequeña,Distante,Completado,3488.34
10192,37,69.82,4,2583.34,20/11/2018,1929,Shipped,Classic Cars,73,S24_1046,Online Diecast Creations Co.,6035558647,2304 Long Airport Avenue,Nashua,62005,USA,Young,Valarie,Small,1.7603077832823555e-16,Pequeña,Distante,Completado,2583.3399999999997
10204,20,62.47,10,1249.4,02/12/2018,1918,Shipped,Classic Cars,73,S24_1046,Muscle Machine Inc,2125557413,4092 Furth Circle,NYC,10022,USA,Young,Jeff,Small,0.0,Pequeña,Distante,Completado,1249.4
10212,41,82.31,3,3374.71,16/01/2019,1874,Shipped,Classic Cars,73,S24_1046,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain,Freyre,Diego,Medium,0.0,Pequeña,Distante,Completado,3374.71
10226,21,60.26,1,1265.46,26/02/2019,1834,Shipped,Classic Cars,73,S24_1046,Collectable Mini Designs Co.,7605558146,361 Furth Circle,San Diego,91217,USA,Thompson,Valarie,Small,0.0,Pequeña,Distante,Completado,1265.46
10241,22,76.43,8,1681.46,13/04/2019,1789,Shipped,Classic Cars,73,S24_1046,Mini Caravy,88.60.1555,"24, place Kluber",Strasbourg,67000,France,Citeaux,Frederique,Small,0.0,Pequeña,Distante,Completado,1681.46
10267,40,80.1,5,3204.0,07/07/2019,1705,Shipped,Classic Cars,73,S24_1046,Muscle Machine Inc,2125557413,4092 Furth Circle,NYC,10022,USA,Young,Jeff,Medium,0.0,Pequeña,Distante,Completado,3204.0
10279,32,74.96,5,2398.72,09/08/2019,1673,Shipped,Classic Cars,73,S24_1046,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain,Freyre,Diego,Small,0.0,Pequeña,Distante,Completado,2398.72
10288,36,66.14,11,2381.04,01/09/2019,1651,Shipped,Classic Cars,73,S24_1046,Handji Gifts& Co,+65 224 1555,Village Close - 106 Linden Road Sandown,Singapore,69045,Singapore,Victorino,Wendy,Small,0.0,Pequeña,Distante,Completado,2381.04
10301,27,72.02,1,1944.54,05/10/2018,1983,Shipped,Classic Cars,73,S24_1046,"Norway Gifts By Mail, Co.",+47 2212 1555,"Drammensveien 126 A, PB 744 Sentrum",Oslo,N 0106,Norway,Klaeboe,Jan,Small,0.0,Pequeña,Distante,Completado,1944.54
10311,26,87.45,6,2273.7,16/10/2019,1608,Shipped,Classic Cars,73,S24_1046,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain,Freyre,Diego,Small,-2.0000323300631756e-16,Pequeña,Distante,Completado,2273.7000000000003
10321,30,70.55,3,2116.5,04/11/2019,1590,Shipped,Classic Cars,73,S24_1046,FunGiftIdeas.com,5085552555,1785 First Street,New Bedford,50553,USA,Benitez,Violeta,Small,0.0,Pequeña,Distante,Completado,2116.5
10332,23,56.84,4,1307.32,17/11/2019,1578,Shipped,Classic Cars,73,S24_1046,"AV Stores, Co.",(171) 555-1555,Fauntleroy Circus,Manchester,EC2 5NT,UK,Ashworth,Victoria,Small,-1.7392350414835852e-16,Pequeña,Distante,Completado,1307.3200000000002
10344,29,59.53,7,1726.37,25/11/2019,1571,Shipped,Classic Cars,73,S24_1046,Marseille Mini Autos,91.24.4555,"12, rue des Bouchers",Marseille,13008,France,Lebihan,Laurence,Small,-1.3170622487834706e-16,Pequeña,Distante,Completado,1726.3700000000001
10367,21,60.37,10,1267.77,12/01/2020,1524,Resolved,Classic Cars,73,S24_1046,Toys4GrownUps.com,6265557265,78934 Hillside Dr.,Pasadena,90003,USA,Young,Julie,Small,0.0,Pequeña,Distante,Completado,1267.77
10380,34,101.23,3,3441.82,16/02/2020,1490,Shipped,Classic Cars,73,S24_1046,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain,Freyre,Diego,Medium,0.0,Pequeña,Distante,Completado,3441.82
10407,26,76.43,8,1987.18,22/04/2020,1425,On Hold,Classic Cars,73,S24_1046,The Sharp Gifts Warehouse,4085553659,3086 Ingle Ln.,San Jose,94217,USA,Frick,Sue,Small,-1.144202716629757e-16,Pequeña,Distante,En Proceso,1987.1800000000003
10420,60,64.67,11,3880.2,29/05/2020,1389,In Process,Classic Cars,73,S24_1046,Souveniers And Things Co.,+61 2 9495 8555,"Monitor Money Building, 815 Pacific Hwy",Chatswood,2067,Australia,Huxley,Adrian,Medium,-1.1719688440968615e-16,Pequeña,Distante,En Proceso,3880.2000000000003
10104,35,55.49,6,1942.15,31/01/2018,2239,Shipped,Classic Cars,57,S24_1444,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain,Freyre,Diego,Small,0.0,Pequeña,Distante,Completado,1942.15
10115,47,69.36,2,3259.92,04/04/2018,2177,Shipped,Classic Cars,57,S24_1444,Classic Legends Inc.,2125558493,5905 Pompton St.,NYC,10022,USA,Hernandez,Maria,Medium,0.0,Pequeña,Distante,Completado,3259.92
10127,20,60.69,8,1213.8,03/06/2018,2118,Shipped,Classic Cars,57,S24_1444,Muscle Machine Inc,2125557413,4092 Furth Circle,NYC,10022,USA,Young,Jeff,Small,0.0,Pequeña,Distante,Completado,1213.8
10141,20,54.33,2,1086.6,01/08/2018,2060,Shipped,Classic Cars,57,S24_1444,Suominen Souveniers,+358 9 8045 555,"Software Engineering Center, SEC Oy",Espoo,FIN-02271,Finland,Suominen,Kalle,Small,0.0,Pequeña,Distante,Completado,1086.6
10152,25,65.31,4,1632.75,25/09/2018,2006,Shipped,Classic Cars,57,S24_1444,"Australian Gift Network, Co",61-7-3844-6555,31 Duncan St. West End,South Brisbane,4101,Australia,Calaghan,Tony,Small,0.0,Pequeña,Distante,Completado,1632.75
10165,25,69.36,9,1734.0,22/10/2018,1980,Shipped,Classic Cars,57,S24_1444,"Dragon Souveniers, Ltd.",+65 221 7555,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",Singapore,79903,Singapore,Natividad,Eric,Small,0.0,Pequeña,Distante,Completado,1734.0
10176,27,68.78,8,1857.06,06/11/2018,1966,Shipped,Classic Cars,57,S24_1444,L'ordine Souveniers,0522-556555,Strada Provinciale 124,Reggio Emilia,42100,Italy,Moroni,Maurizio,Small,0.0,Pequeña,Distante,Completado,1857.06
10184,31,60.11,3,1863.41,14/11/2018,1959,Shipped,Classic Cars,57,S24_1444,"Iberia Gift Imports, Corp.",(95) 555 82 82,"C/ Romero, 33",Sevilla,41101,Spain,Roel,Jose Pedro,Small,0.0,Pequeña,Distante,Completado,1863.41
10195,44,66.47,3,2924.68,25/11/2018,1949,Shipped,Classic Cars,57,S24_1444,Mini Classics,9145554562,3758 North Pendale Street,White Plains,24067,USA,Frick,Steve,Small,0.0,Pequeña,Distante,Completado,2924.68
10207,49,46.82,4,2294.18,09/12/2018,1936,Shipped,Classic Cars,57,S24_1444,Diecast Collectables,6175552555,6251 Ingle Ln.,Boston,51003,USA,Franco,Valarie,Small,0.0,Pequeña,Distante,Completado,2294.18
10220,26,56.07,8,1457.82,12/02/2019,1872,Shipped,Classic Cars,57,S24_1444,"Clover Collections, Co.",+353 1862 1555,25 Maiden Lane,Dublin,2,Ireland,Cassidy,Dean,Small,0.0,Pequeña,Distante,Completado,1457.82
10230,36,54.33,6,1955.88,15/03/2019,1842,Shipped,Classic Cars,57,S24_1444,"Blauer See Auto, Co.",+49 69 66 90 2555,Lyonerstr. 34,Frankfurt,60528,Germany,Keitel,Roland,Small,1.1625134233349288e-16,Pequeña,Distante,Completado,1955.8799999999999
10246,44,52.6,2,2314.4,05/05/2019,1792,Shipped,Classic Cars,57,S24_1444,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain,Freyre,Diego,Small,0.0,Pequeña,Distante,Completado,2314.4
10259,28,46.82,1,1310.96,15/06/2019,1752,Shipped,Classic Cars,57,S24_1444,Handji Gifts& Co,+65 224 1555,Village Close - 106 Linden Road Sandown,Singapore,69045,Singapore,Victorino,Wendy,Small,0.0,Pequeña,Distante,Completado,1310.96
10271,45,64.74,2,2913.3,20/07/2019,1718,Shipped,Classic Cars,57,S24_1444,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,97562,USA,Nelson,Valarie,Small,1.5609355400626922e-16,Pequeña,Distante,Completado,2913.2999999999997
10282,29,46.82,11,1357.78,20/08/2019,1688,Shipped,Classic Cars,57,S24_1444,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,97562,USA,Nelson,Valarie,Small,0.0,Pequeña,Distante,Completado,1357.78
10292,40,53.75,5,2150.0,08/09/2019,1670,Shipped,Classic Cars,57,S24_1444,Land of Toys Inc.,2125557818,897 Long Airport Avenue,NYC,10022,USA,Yu,Kwai,Small,0.0,Pequeña,Distante,Completado,2150.0
10305,45,61.85,2,2783.25,13/10/2019,1636,Shipped,Classic Cars,57,S24_1444,Marta's Replicas Co.,6175558555,39323 Spinnaker Dr.,Cambridge,51247,USA,Hernandez,Marta,Small,0.0,Pequeña,Distante,Completado,2783.25
10314,44,53.18,11,2339.92,22/10/2019,1628,Shipped,Classic Cars,57,S24_1444,Heintze Collectables,86 21 3555,Smagsloget 45,Aaarhus,8200,Denmark,Ibsen,Palle,Small,0.0,Pequeña,Distante,Completado,2339.92
10324,25,69.16,14,1729.0,05/11/2019,1615,Shipped,Classic Cars,57,S24_1444,Vitachrome Inc.,2125551500,2678 Kingston Rd.,NYC,10022,USA,Frick,Michael,Small,0.0,Pequeña,Distante,Completado,1729.0
10336,45,132.72,4,5972.4,20/11/2019,1601,Shipped,Classic Cars,57,S24_1444,"La Corne D'abondance, Co.",(1) 42.34.2555,"265, boulevard Charonne",Paris,75012,France,Bertrand,Marie,Medium,0.0,Mediana,Distante,Completado,5972.4
10349,48,47.4,4,2275.2,01/12/2019,1591,Shipped,Classic Cars,57,S24_1444,Muscle Machine Inc,2125557413,4092 Furth Circle,NYC,10022,USA,Young,Jeff,Small,0.0,Pequeña,Distante,Completado,2275.2
10358,44,60.76,14,2673.44,10/12/2019,1583,Shipped,Classic Cars,57,S24_1444,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain,Freyre,Diego,Small,0.0,Pequeña,Distante,Completado,2673.44
10371,25,97.27,12,2431.75,23/01/2020,1540,Shipped,Classic Cars,57,S24_1444,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,97562,USA,Nelson,Valarie,Small,0.0,Pequeña,Distante,Completado,2431.75
10383,22,91.76,2,2018.72,22/02/2020,1511,Shipped,Classic Cars,57,S24_1444,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain,Freyre,Diego,Small,0.0,Pequeña,Distante,Completado,2018.72
10394,31,50.29,2,1558.99,15/03/2020,1490,Shipped,Classic Cars,57,S24_1444,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain,Freyre,Diego,Small,0.0,Pequeña,Distante,Completado,1558.99
10412,21,52.6,2,1104.6,03/05/2020,1442,Shipped,Classic Cars,57,S24_1444,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain,Freyre,Diego,Small,-2.058425452138621e-16,Pequeña,Distante,Completado,1104.6000000000001
10425,55,46.82,1,2575.1,31/05/2020,1415,In Process,Classic Cars,57,S24_1444,La Rochelle Gifts,40.67.8555,"67, rue des Cinquante Otages",Nantes,44000,France,Labrune,Janine,Small,0.0,Pequeña,Distante,En Proceso,2575.1
10107,25,113.83,3,2845.75,24/02/2018,2243,Shipped,Motorcycles,112,S24_1578,Land of Toys Inc.,2125557818,897 Long Airport Avenue,NYC,10022,USA,Yu,Kwai,Small,0.0,Pequeña,Distante,Completado,2845.75
10120,35,98.05,1,3431.75,29/04/2018,2180,Shipped,Motorcycles,112,S24_1578,"Australian Collectors, Co.",03 9520 4555,636 St Kilda Road,Melbourne,3004,Australia,Ferguson,Peter,Medium,0.0,Pequeña,Distante,Completado,3431.75
10134,35,93.54,3,3273.9,01/07/2018,2118,Shipped,Motorcycles,112,S24_1578,Lyon Souveniers,+33 1 46 62 7555,27 rue du Colonel Pierre Avia,Paris,75508,France,Da Cunha,Daniel,Medium,0.0,Pequeña,Distante,Completado,3273.9
10145,43,95.8,7,4119.4,25/08/2018,2064,Shipped,Motorcycles,112,S24_1578,Toys4GrownUps.com,6265557265,78934 Hillside Dr.,Pasadena,90003,USA,Young,Julie,Medium,0.0,Pequeña,Distante,Completado,4119.4
10168,50,114.95,2,5747.5,28/10/2018,2001,Shipped,Motorcycles,112,S24_1578,Technics Stores Inc.,6505556809,9408 Furth Circle,Burlingame,94217,USA,Hirano,Juri,Medium,0.0,Mediana,Distante,Completado,5747.5
10180,48,111.57,10,5355.36,11/11/2018,1988,Shipped,Motorcycles,112,S24_1578,Daedalus Designs Imports,20.16.1555,"184, chausse de Tournai",Lille,59000,France,Rance,Martine,Medium,0.0,Mediana,Distante,Completado,5355.36
10188,25,101.43,2,2535.75,18/11/2018,1982,Shipped,Motorcycles,112,S24_1578,Herkku Gifts,+47 2267 3215,"Drammen 121, PR 744 Sentrum",Bergen,N 5804,Norway,Oeztan,Veysel,Small,0.0,Pequeña,Distante,Completado,2535.75
10211,25,90.16,15,2254.0,15/01/2019,1925,Shipped,Motorcycles,112,S24_1578,Auto Canal Petit,(1) 47.55.6555,"25, rue Lauriston",Paris,75016,France,Perrier,Dominique,Small,0.0,Pequeña,Distante,Completado,2254.0
10223,32,91.29,2,2921.28,20/02/2019,1890,Shipped,Motorcycles,112,S24_1578,"Australian Collectors, Co.",03 9520 4555,636 St Kilda Road,Melbourne,3004,Australia,Ferguson,Peter,Small,0.0,Pequeña,Distante,Completado,2921.28
10237,20,114.95,8,2299.0,05/04/2019,1847,Shipped,Motorcycles,112,S24_1578,Vitachrome Inc.,2125551500,2678 Kingston Rd.,NYC,10022,USA,Frick,Michael,Small,0.0,Pequeña,Distante,Completado,2299.0
10251,26,101.43,3,2637.18,18/05/2019,1805,Shipped,Motorcycles,112,S24_1578,Tekni Collectables Inc.,2015559350,7476 Moss Rd.,Newark,94019,USA,Brown,William,Small,-1.7243697847187683e-16,Pequeña,Distante,Completado,2637.1800000000003
10263,42,102.56,3,4307.52,28/06/2019,1765,Shipped,Motorcycles,112,S24_1578,Gift Depot Inc.,2035552570,25593 South Bay Ln.,Bridgewater,97562,USA,King,Julie,Medium,0.0,Pequeña,Distante,Completado,4307.52
10275,21,102.56,2,2153.76,23/07/2019,1741,Shipped,Motorcycles,112,S24_1578,La Rochelle Gifts,40.67.8555,"67, rue des Cinquante Otages",Nantes,44000,France,Labrune,Janine,Small,0.0,Pequeña,Distante,Completado,2153.76
10285,34,109.32,7,3716.88,27/08/2019,1707,Shipped,Motorcycles,112,S24_1578,Marta's Replicas Co.,6175558555,39323 Spinnaker Dr.,Cambridge,51247,USA,Hernandez,Marta,Medium,1.2234652474291989e-16,Pequeña,Distante,Completado,3716.8799999999997
10299,47,116.08,10,5455.76,30/09/2019,1674,Shipped,Motorcycles,112,S24_1578,"Toys of Finland, Co.",90-224 8555,Keskuskatu 45,Helsinki,21240,Finland,Karttunen,Matti,Medium,0.0,Mediana,Distante,Completado,5455.76
10309,21,126.22,6,2650.62,15/10/2019,1660,Shipped,Motorcycles,112,S24_1578,Baane Mini Imports,07-98 9555,Erling Skakkes gate 78,Stavern,4110,Norway,Bergulfsen,Jonas,Small,0.0,Pequeña,Distante,Completado,2650.62
10318,48,134.11,2,6437.28,02/11/2019,1643,Shipped,Motorcycles,112,S24_1578,Diecast Classics Inc.,2155551555,7586 Pompton St.,Allentown,70267,USA,Yu,Kyung,Medium,-1.412855587721721e-16,Mediana,Distante,Completado,6437.280000000001
10329,30,87.78,7,2633.4,15/11/2019,1631,Shipped,Motorcycles,112,S24_1578,Land of Toys Inc.,2125557818,897 Long Airport Avenue,NYC,10022,USA,Yu,Kwai,Small,0.0,Pequeña,Distante,Completado,2633.4
10339,27,84.39,10,2278.53,23/11/2019,1624,Shipped,Motorcycles,112,S24_1578,"Tokyo Collectables, Ltd",+81 3 3584 0555,2-2-8 Roppongi,Minato-ku,106-0032,Japan,Shimamura,Akiko,Small,0.0,Pequeña,Distante,Completado,2278.53
10362,50,96.92,2,4846.0,05/01/2020,1582,Shipped,Motorcycles,112,S24_1578,Technics Stores Inc.,6505556809,9408 Furth Circle,Burlingame,94217,USA,Hirano,Juri,Medium,0.0,Pequeña,Distante,Completado,4846.0
10374,38,110.45,6,4197.1,02/02/2020,1555,Shipped,Motorcycles,112,S24_1578,"Australian Gift Network, Co",61-7-3844-6555,31 Duncan St. West End,South Brisbane,4101,Australia,Calaghan,Tony,Medium,0.0,Pequeña,Distante,Completado,4197.1
10389,45,102.17,1,4597.65,03/03/2020,1526,Shipped,Motorcycles,112,S24_1578,Scandinavian Gift Ideas,0695-34 6555,?kergatan 24,Boras,S-844 67,Sweden,Larsson,Maria,Medium,0.0,Pequeña,Distante,Completado,4597.65
10403,46,114.95,8,5287.7,08/04/2020,1491,Shipped,Motorcycles,112,S24_1578,"UK Collectables, Ltd.",(171) 555-2282,Berkeley Gardens 12  Brewery,Liverpool,WX1 6LT,UK,Devon,Elizabeth,Medium,0.0,Mediana,Distante,Completado,5287.7
10417,35,101.43,3,3550.05,13/05/2020,1457,Disputed,Motorcycles,112,S24_1578,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain,Freyre,Diego,Medium,0.0,Pequeña,Distante,Retrasado,3550.05
10110,29,59.37,15,1721.73,18/03/2018,2245,Shipped,Classic Cars,50,S24_1628,"AV Stores, Co.",(171) 555-1555,Fauntleroy Circus,Manchester,EC2 5NT,UK,Ashworth,Victoria,Small,0.0,Pequeña,Distante,Completado,1721.73
10123,50,59.87,1,2993.5,20/05/2018,2183,Shipped,Classic Cars,50,S24_1628,Atelier graphique,40.32.2555,"54, rue Royale",Nantes,44000,France,Schmitt,Carine,Small,0.0,Pequeña,Distante,Completado,2993.5
10137,26,49.81,1,1295.06,10/07/2018,2133,Shipped,Classic Cars,50,S24_1628,Reims Collectables,26.47.1555,59 rue de l'Abbaye,Reims,51100,France,Henriot,Paul,Small,0.0,Pequeña,Distante,Completado,1295.06
10148,47,56.85,8,2671.95,11/09/2018,2071,Shipped,Classic Cars,50,S24_1628,"Anna's Decorations, Ltd",02 9936 8555,201 Miller Street,North Sydney,2060,Australia,O'Hara,Anna,Small,-1.701930615791703e-16,Pequeña,Distante,Completado,2671.9500000000003
10161,23,53.33,7,1226.59,17/10/2018,2036,Shipped,Classic Cars,50,S24_1628,Heintze Collectables,86 21 3555,Smagsloget 45,Aaarhus,8200,Denmark,Ibsen,Palle,Small,0.0,Pequeña,Distante,Completado,1226.59
10172,34,42.76,5,1453.84,05/11/2018,2018,Shipped,Classic Cars,50,S24_1628,Gift Depot Inc.,2035552570,25593 South Bay Ln.,Bridgewater,97562,USA,King,Julie,Small,0.0,Pequeña,Distante,Completado,1453.84
10181,34,53.83,1,1830.22,12/11/2018,2012,Shipped,Classic Cars,50,S24_1628,Herkku Gifts,+47 2267 3215,"Drammen 121, PR 744 Sentrum",Bergen,N 5804,Norway,Oeztan,Veysel,Small,0.0,Pequeña,Distante,Completado,1830.22
10192,47,53.83,6,2530.01,20/11/2018,2005,Shipped,Classic Cars,50,S24_1628,Online Diecast Creations Co.,6035558647,2304 Long Airport Avenue,Nashua,62005,USA,Young,Valarie,Small,1.797413254834819e-16,Pequeña,Distante,Completado,2530.0099999999998
10204,45,49.81,12,2241.45,02/12/2018,1994,Shipped,Classic Cars,50,S24_1628,Muscle Machine Inc,2125557413,4092 Furth Circle,NYC,10022,USA,Young,Jeff,Small,-2.0288088107540395e-16,Pequeña,Distante,Completado,2241.4500000000003
10212,45,53.33,5,2399.85,16/01/2019,1950,Shipped,Classic Cars,50,S24_1628,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain,Freyre,Diego,Small,0.0,Pequeña,Distante,Completado,2399.85
10226,36,43.27,3,1557.72,26/02/2019,1910,Shipped,Classic Cars,50,S24_1628,Collectable Mini Designs Co.,7605558146,361 Furth Circle,San Diego,91217,USA,Thompson,Valarie,Small,0.0,Pequeña,Distante,Completado,1557.72
10241,21,40.25,10,845.25,13/04/2019,1865,Shipped,Classic Cars,50,S24_1628,Mini Caravy,88.60.1555,"24, place Kluber",Strasbourg,67000,France,Citeaux,Frederique,Small,0.0,Pequeña,Distante,Completado,845.25
10266,28,48.3,1,1352.4,06/07/2019,1782,Shipped,Classic Cars,50,S24_1628,L'ordine Souveniers,0522-556555,Strada Provinciale 124,Reggio Emilia,42100,Italy,Moroni,Maurizio,Small,1.681260540100799e-16,Pequeña,Distante,Completado,1352.3999999999999
10278,35,45.28,1,1584.8,06/08/2019,1752,Shipped,Classic Cars,50,S24_1628,Signal Gift Stores,7025551838,8489 Strong St.,Las Vegas,83030,USA,King,Sue,Small,0.0,Pequeña,Distante,Completado,1584.8
10288,50,52.32,13,2616.0,01/09/2019,1727,Shipped,Classic Cars,50,S24_1628,Handji Gifts& Co,+65 224 1555,Village Close - 106 Linden Road Sandown,Singapore,69045,Singapore,Victorino,Wendy,Small,0.0,Pequeña,Distante,Completado,2616.0
10301,22,51.32,3,1129.04,05/10/2018,2059,Shipped,Classic Cars,50,S24_1628,"Norway Gifts By Mail, Co.",+47 2212 1555,"Drammensveien 126 A, PB 744 Sentrum",Oslo,N 0106,Norway,Klaeboe,Jan,Small,0.0,Pequeña,Distante,Completado,1129.04
10311,45,49.3,8,2218.5,16/10/2019,1684,Shipped,Classic Cars,50,S24_1628,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain,Freyre,Diego,Small,0.0,Pequeña,Distante,Completado,2218.5
10321,48,42.26,5,2028.48,04/11/2019,1666,Shipped,Classic Cars,50,S24_1628,FunGiftIdeas.com,5085552555,1785 First Street,New Bedford,50553,USA,Benitez,Violeta,Small,0.0,Pequeña,Distante,Completado,2028.48
10332,20,87.96,5,1759.2,17/11/2019,1654,Shipped,Classic Cars,50,S24_1628,"AV Stores, Co.",(171) 555-1555,Fauntleroy Circus,Manchester,EC2 5NT,UK,Ashworth,Victoria,Small,1.2924833756436566e-16,Pequeña,Distante,Completado,1759.1999999999998
10343,27,36.21,6,977.67,24/11/2019,1648,Shipped,Classic Cars,50,S24_1628,Reims Collectables,26.47.1555,59 rue de l'Abbaye,Reims,51100,France,Henriot,Paul,Small,-1.1628344709525303e-16,Pequeña,Distante,Completado,977.6700000000001
10367,38,38.5,11,1463.0,12/01/2020,1600,Resolved,Classic Cars,50,S24_1628,Toys4GrownUps.com,6265557265,78934 Hillside Dr.,Pasadena,90003,USA,Young,Julie,Small,0.0,Pequeña,Distante,Completado,1463.0
10379,32,124.08,3,3970.56,10/02/2020,1572,Shipped,Classic Cars,50,S24_1628,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain,Freyre,Diego,Medium,0.0,Pequeña,Distante,Completado,3970.56
10407,64,40.25,10,2576.0,22/04/2020,1501,On Hold,Classic Cars,50,S24_1628,The Sharp Gifts Warehouse,4085553659,3086 Ingle Ln.,San Jose,94217,USA,Frick,Sue,Small,0.0,Pequeña,Distante,En Proceso,2576.0
10420,37,60.37,13,2233.69,29/05/2020,1465,In Process,Classic Cars,50,S24_1628,Souveniers And Things Co.,+61 2 9495 8555,"Monitor Money Building, 815 Pacific Hwy",Chatswood,2067,Australia,Huxley,Adrian,Small,0.0,Pequeña,Distante,En Proceso,2233.69
10106,28,88.63,4,2481.64,17/02/2018,2298,Shipped,Planes,109,S24_1785,Rovelli Gifts,035-640555,Via Ludovico il Moro 22,Bergamo,24100,Italy,Rovelli,Giovanni,Small,0.0,Pequeña,Distante,Completado,2481.64
10120,39,119.27,10,4651.53,29/04/2018,2228,Shipped,Planes,109,S24_1785,"Australian Collectors, Co.",03 9520 4555,636 St Kilda Road,Melbourne,3004,Australia,Ferguson,Peter,Medium,0.0,Pequeña,Distante,Completado,4651.53
10133,41,94.1,5,3858.1,27/06/2018,2170,Shipped,Planes,109,S24_1785,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain,Freyre,Diego,Medium,0.0,Pequeña,Distante,Completado,3858.1
10145,40,87.54,16,3501.6,25/08/2018,2112,Shipped,Planes,109,S24_1785,Toys4GrownUps.com,6265557265,78934 Hillside Dr.,Pasadena,90003,USA,Young,Julie,Medium,-1.298684461064839e-16,Pequeña,Distante,Completado,3501.6000000000004
10168,49,131.3,11,6433.7,28/10/2018,2049,Shipped,Planes,109,S24_1785,Technics Stores Inc.,6505556809,9408 Furth Circle,Burlingame,94217,USA,Hirano,Juri,Medium,-1.4136417641060794e-16,Mediana,Distante,Completado,6433.700000000001
10210,27,98.48,9,2658.96,12/01/2019,1974,Shipped,Planes,109,S24_1785,Osaka Souveniers Co.,+81 06 6342 5555,"Dojima Avanza 4F, 1-6-20 Dojima, Kita-ku",Osaka,530-0003,Japan,Kentary,Mory,Small,0.0,Pequeña,Distante,Completado,2658.96
10223,34,106.14,11,3608.76,20/02/2019,1936,Shipped,Planes,109,S24_1785,"Australian Collectors, Co.",03 9520 4555,636 St Kilda Road,Melbourne,3004,Australia,Ferguson,Peter,Medium,0.0,Pequeña,Distante,Completado,3608.76
10235,23,96.29,5,2214.67,02/04/2019,1896,Shipped,Planes,109,S24_1785,"Royal Canadian Collectables, Ltd.",(604) 555-4555,23 Tsawassen Blvd.,Tsawassen,T2F 8M4,Canada,Lincoln,Elizabeth,Small,0.0,Pequeña,Distante,Completado,2214.67
10250,31,88.63,6,2747.53,11/05/2019,1858,Shipped,Planes,109,S24_1785,The Sharp Gifts Warehouse,4085553659,3086 Ingle Ln.,San Jose,94217,USA,Frick,Sue,Small,1.655113323190153e-16,Pequeña,Distante,Completado,2747.5299999999997
10262,34,97.38,1,3310.92,24/06/2019,1815,Cancelled,Planes,109,S24_1785,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain,Freyre,Diego,Medium,0.0,Pequeña,Distante,Retrasado,3310.92
10275,25,95.2,11,2380.0,23/07/2019,1787,Shipped,Planes,109,S24_1785,La Rochelle Gifts,40.67.8555,"67, rue des Cinquante Otages",Nantes,44000,France,Labrune,Janine,Small,0.0,Pequeña,Distante,Completado,2380.0
